Probability,Conditional Probability,Weight Of Evidence,Order,class,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77
0.113569,0.271390,0.589100,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.113683,0.271366,0.588982,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0134,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.113683,0.271366,0.588982,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,0.0134,,,,,,,,,,,,,,,,,,,,,
0.145154,0.308083,0.588641,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,-8.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.118016,0.271298,0.588634,2,1,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.063398,0.145246,0.588516,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,-8.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.060775,0.145232,0.588403,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.062030,0.145222,0.588322,2,3,,,,,,,,,,0.00773,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.062030,0.145222,0.588322,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,0.00773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.117446,0.271195,0.588117,2,1,,,,,,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.013911,0.557078,0.587951,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.968,,,0.0563,,,,,,,,,,,,,,,
0.102281,0.271161,0.587943,2,1,,,,0.000154,,,,,,,,,,,,,,,,,,,,0.000112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.071836,0.270968,0.586965,2,1,,,,,,,,,,,,,,,,,2.9e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,,,,,
0.083466,0.270910,0.586675,2,1,,,,,,,,,0.000153,,,,,,,,,,0.00011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.124743,0.556743,0.586595,2,7,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,
0.110490,0.270746,0.585843,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,1.02,,,,
0.096579,0.556505,0.585629,2,7,,,,,,,,,,,,,39.7,,,,,4.3e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.081414,0.270660,0.585405,2,1,,,,,,,,,,,,,,,,3e-006,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.164652,0.307365,0.585268,2,2,,,,,,,,,,,,,,,,,,,,,,,,0.000112,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.106157,0.307362,0.585256,2,2,2.5e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2e-005
0.026454,0.556355,0.585023,2,7,,,,,,,0.000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000644,,,,,,,,,,,,,,,,,,,,,,,,,
0.061574,0.144811,0.585010,2,3,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.061574,0.144811,0.585010,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.103763,0.556235,0.584536,2,7,,,,,,,,,,,39.7,,,,,,,,,,,,,0.000112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.128506,0.307084,0.583951,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.132839,0.306902,0.583093,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,0.000649,,,,,,,,,,,,,,,,,,,,,,,,,,
0.099658,0.306882,0.582999,2,2,,,,,,,,,,,,,,,,,2.9e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2e-005
0.118358,0.270172,0.582932,2,1,,,,,,,,,,,,,,,,,,4.3e-005,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.102851,0.270141,0.582775,2,1,,,,0.000154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000347,,,,,,,,,,,,,,,,,,,,,,
0.103307,0.270125,0.582696,2,1,,,,,,,,,,0.00773,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.103307,0.270125,0.582696,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,0.00773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.111745,0.270121,0.582676,2,1,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.111745,0.270121,0.582676,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.093501,0.270092,0.582529,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000581,,,,,0.0563,,,,,,,,,,,,,,,
0.112087,0.270055,0.582340,2,1,,,,,,,,,,,,,,,,,,,,,0.000262,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.067731,0.144455,0.582135,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0632,,,,,,,,,,,,,,,,
0.003991,0.555556,0.581785,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28200,,130000
0.114253,0.269935,0.581733,2,1,,,,,,,,,,,,,,,0.000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,
0.063398,0.144303,0.580904,2,3,,,,,,,,,,0.00773,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.063398,0.144303,0.580904,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,0.00773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.096693,0.555337,0.580901,2,7,,,,,,,,,,,,39.7,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.097149,0.306255,0.580047,2,2,,,,,,,,,,,-2e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2e-005
0.043101,0.555066,0.579803,2,7,,,,,,,,,,,,,,,,,,,,,,,1e-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6,,,,,,,,,,,
0.082554,0.269546,0.579755,2,1,,,,,,,,,,,,,,,,,2.9e-005,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.095439,0.555040,0.579696,2,7,,,,,,,,,,,,,39.7,,0.000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.126340,0.306077,0.579214,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,-8.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.139567,0.306000,0.578849,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,9.4e-005,,,,,,,,,,,,,,,,,,0.000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.105587,0.554823,0.578820,2,7,,,,,,,,,,,,,,,,,,,,,5e-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,
0.124971,0.554656,0.578142,2,7,,,,,,,,,,,,,,,,,,4.3e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,
0.089054,0.269218,0.578087,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0563,,,,,,,,,,,1.02,,,,
0.153022,0.305764,0.577740,2,2,,,,,,,,,,,,,,,,,,,,,,,8.6e-005,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.089624,0.269086,0.577418,2,1,,,,,,,,,,,,,-5e-006,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.118814,0.305661,0.577255,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.732,,,,,,,,,,,,,,,,,
0.089168,0.305588,0.576909,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,
0.102395,0.268943,0.576691,2,1,,,,0.000154,,,,,,,,,,,,,,,,,,,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.113911,0.268910,0.576523,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,-8.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.118814,0.268903,0.576489,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,
0.034093,0.268885,0.576396,2,1,,,,0.000154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.122007,0.268844,0.576189,2,1,,,,,,,,,0.000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000649,,,,,,,,,,,,,,,,,,,,,,,,,,
0.087913,0.268735,0.575632,2,1,,,,,,,,,,,,,,,,,,4.3e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0563,,,,,,,,,,,,,,,
0.012315,0.553846,0.574865,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184,,,,,,,,,,3080,,,
0.206157,0.553752,0.574483,2,7,,,,,,,,,0.000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.072634,0.304785,0.573120,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,2.2e-005
0.093957,0.553392,0.573025,2,7,,,,,,,,,,,,,39.7,,,3e-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.102965,0.268112,0.572459,2,1,,,,0.000154,,,,,,,,,,,,,,,,,,8.9e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.165108,0.304586,0.572180,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.066819,0.143171,0.571707,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0632,,,,,,,,,,,,,,,,
0.118814,0.267935,0.571560,2,1,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.064424,0.304418,0.571389,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,2.2e-005
0.122121,0.552917,0.571105,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,0.98,,,,,,,,,,,,,,,,,,
0.112201,0.267755,0.570641,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6,,,,,,,,,,,
0.132155,0.267729,0.570510,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2e-005,,,,,,,,,0.0632,,,,,,,,,,,,,,,,
0.116420,0.267698,0.570350,2,1,,,,,,,,,,,,,,,0.000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,
0.116990,0.267606,0.569879,2,1,,,,,,8.6e-005,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.116990,0.267606,0.569879,2,1,,,,,,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.084493,0.303938,0.569120,2,2,,,,,,,,,,,,,,,,1.1e-005,,,,,,,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.119042,0.267418,0.568921,2,1,,,,,,,,,,,,,,,,,,4.3e-005,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.129875,0.303895,0.568920,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,0.0632,,,,,,,,,,,,,,,,
0.095211,0.303857,0.568740,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,
0.074686,0.303803,0.568485,2,2,,,8.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.077081,0.142767,0.568405,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.187001,0.552189,0.568159,2,7,,,3.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.074800,0.552189,0.568159,2,7,,,,,,,,,,,,,,,,3e-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4,,,,,,,,,,,
0.084493,0.303689,0.567942,2,2,,,,,,,,,,,,,,,,1.1e-005,,,,,,,,0.000112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.135462,0.303603,0.567539,2,2,,,,,,,,,,,,,,,0.000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.117332,0.267134,0.567471,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000649,,,,,,,,,,,,,,,,,,,,,,,565000,,,
0.114709,0.267127,0.567435,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.139795,0.303540,0.567241,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000298,,,,,,,,,,0.000184,,,,,,,,,,,,,,,,,,,,,,,
0.053820,0.303537,0.567225,2,2,,,,,,,,,,,,,-5e-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,
0.091904,0.303464,0.566879,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.996,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.122007,0.551831,0.566712,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000101,,,,,,,,,,,0.981,,,,,,,,,,,,,,,,,,,
0.271380,0.551820,0.566669,2,7,,2.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.732,,,,,,,,,,,,,,,,,
0.065108,0.551691,0.566146,2,7,,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.133751,0.266833,0.565936,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7e-005,,,,,,,,,,,,0.0632,,,,,,,,,,,,,,,,
0.115964,0.303220,0.565725,2,2,,,,,,,,,,0.00773,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.115964,0.303220,0.565725,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,0.00773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.058723,0.551392,0.564937,2,7,,,,3.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,
0.124857,0.266553,0.564502,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,0.000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.138997,0.302857,0.564007,2,2,,,,,,,,,,0.00773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.138997,0.302857,0.564007,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00773,0.000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.165336,0.302840,0.563928,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.115165,0.266420,0.563823,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0134,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.115165,0.266420,0.563823,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,0.0134,,,,,,,,,,,,,,,,,,,,,
0.171494,0.302738,0.563440,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.087571,0.550933,0.563081,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4,34.3,,,,,,,,,,
0.107412,0.266177,0.562577,2,1,,,,,,,,0.000124,,,,,-5e-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.165222,0.302505,0.562340,2,2,,,,,,,,,,,,,,,,,,,,,,,8.6e-005,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.118814,0.266088,0.562121,2,1,,,,,,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.113113,0.266023,0.561789,2,1,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.113113,0.266023,0.561789,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.139909,0.302366,0.561678,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000461,,,,,,,,,,,,,,,0.000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.131585,0.265899,0.561152,2,1,,,,,,,,,0.000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2e-005,,,,,,,,,,,,,,,,,,,,,,,,,
0.171266,0.302031,0.560091,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.125770,0.265655,0.559904,2,1,,,,,,,,,0.000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565000,,,
0.096465,0.265537,0.559297,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,7.2e-005,,,,,,,,,,,,,,,,,,,,,,,,,
0.094755,0.301853,0.559244,2,2,,,,,,,,,,,,,,,,,,,0.00011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2e-005
0.070239,0.301665,0.558354,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,2.2e-005
0.021665,0.301587,0.557985,2,2,2.5e-005,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.102965,0.549604,0.557714,2,7,,,,,,,,,,,,,,,,,,,1.8e-005,,,,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.115735,0.265152,0.557321,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,-8.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.082326,0.549467,0.557160,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.983,,,,,,,,,,,,,,,,,,,,,,0.000184,,,,,,,,,,,,,,,,,,,,,,,
0.110034,0.265110,0.557107,2,1,,,,,,,,,,0.00773,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.110034,0.265110,0.557107,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,0.00773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.083580,0.301398,0.557087,2,2,,,,,,,,,,,,,,,,1.1e-005,,,,,,8.9e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.049829,0.301379,0.556998,2,2,,,,,,,,,,,,,,,,,,,0.00011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.981,,,,,,,,,,,,,,,,,,,
0.055644,0.301235,0.556310,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,
0.022919,0.549180,0.556001,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997,,,,,,,0.000325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.108096,0.264878,0.555919,2,1,,,,,,,,,,,,,,,,,,,,,,,,0.000112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,
0.107754,0.549099,0.555674,2,7,,,,,,,,,,,39.7,,,,,,,,,,,,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.087571,0.264828,0.555658,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,0.0563,,,,,,,,,,,,,,,
0.120296,0.548907,0.554899,2,7,,,,,,,,,,,,,,,,,4e-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000184,,,,,,,,,,,,,,,,,,,,,,,
